ver.list,fg.com,ml.com,wt.com,eig.com,fg.com.N,ml.com.N,wt.com.N,eig.com.N,time,max.event.size,min.event.size,mean.event.size,pati.n,pati.regular,pati.trad,pati.china,pati.labor,pati.gender,pati.envi,pati.land
台灣國會西藏連線,3,7,1,16,50,35,19,55,52,18,18,18,1,1,1,1,0,0,0,0
喚醒彰化青年聯盟,7,14,5,17,53,66,66,64,52,5,5,5,1,0,1,0,0,0,1,0
中華郵政工會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
三峽龍埔里劉家自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
同志人權法案遊說聯盟,8,12,3,16,46,44,46,55,52,42,6,24,2,1,2,0,0,2,0,0
台灣鐵路工會,6,8,4,1,52,46,47,47,52,19,19,19,1,1,1,0,1,0,0,0
獨立青年陣線,3,7,1,10,50,35,19,69,52,6,6,6,1,1,1,1,0,0,0,0
反南鐵東移自救會,6,8,4,1,52,46,47,47,52,42,42,42,1,1,1,0,1,0,0,0
台灣障礙者權益促進會,8,12,3,16,46,44,46,55,52,42,6,24,2,2,2,0,0,1,0,0
高雄健康空氣行動聯盟,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
台灣南社,3,7,9,13,50,35,6,7,52,8,8,8,1,1,1,0,0,0,0,0
台灣視覺藝術協會,3,14,2,17,50,66,63,64,52,22,22,22,1,1,1,0,0,0,1,0
台灣護樹團體聯盟,7,13,5,10,53,65,66,69,52,65,5,35,2,0,2,0,0,0,1,1
臺灣港務工會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
土城普安堂,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
酷摩沙獎,8,12,3,15,46,44,46,2,52,6,6,6,1,0,1,0,0,1,0,0
大高雄總工會,6,8,4,1,52,46,47,47,52,19,19,19,1,1,1,0,1,0,0,0
親子共學促進會,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
全民拒吃大便聯盟,3,7,7,12,50,35,9,9,52,10,10,10,1,1,0,0,0,0,0,0
反教育商品化聯盟,6,8,4,1,52,46,47,47,52,42,19,30.5,2,2,2,0,2,0,0,0
同光同志長老教會,8,12,3,16,46,44,46,55,52,42,6,24,2,2,2,0,0,1,0,0
桃園在地聯盟,7,14,2,17,53,66,63,64,52,53,22,37.5,2,2,2,0,0,0,2,0
彭明敏文教基金會,3,7,9,13,50,35,6,7,52,8,8,8,1,1,1,0,0,0,0,0
台灣自由圖博學會,3,7,1,16,50,35,19,55,52,18,18,18,1,1,1,1,0,0,0,0
台北捷運工會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
大智慧學苑反拆自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
真光福音教會,8,12,3,15,46,44,46,2,52,6,6,6,1,0,1,0,0,1,0,0
高雄市產業總工會,6,8,4,1,52,46,47,47,52,19,19,19,1,1,1,0,1,0,0,0
民主進步黨,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
稅改青年陣線,3,7,7,12,50,35,9,9,52,10,10,10,1,1,0,0,0,0,0,0
日日春關懷互助協會,6,13,5,10,52,65,66,69,52,65,42,49.667,3,2,3,0,1,1,0,1
台灣獨立建國聯盟,3,7,9,13,50,35,6,7,52,8,8,8,1,1,1,0,0,0,0,0
主婦聯盟環境保護基金會,7,14,2,17,53,66,63,64,52,53,22,37.5,2,2,2,0,0,0,2,0
台灣圖博之友會,3,7,1,16,50,35,19,55,52,18,18,18,1,1,1,1,0,0,0,0
臺灣銀行企業工會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
中壢爭取龍岡路合理拓寬自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
雲林縣產業總工會,6,8,4,1,52,46,47,47,52,19,19,19,1,1,1,0,1,0,0,0
1219行動聯盟,3,7,7,12,50,35,9,9,52,10,10,10,1,1,0,0,0,0,0,0
世新大學社會發展所,6,8,4,1,52,46,47,47,52,42,42,42,1,1,1,0,1,0,0,0
台北市建成扶輪社,3,7,9,13,50,35,6,7,52,8,8,8,1,1,1,0,0,0,0,0
主婦聯盟生活消費合作社,3,14,2,17,50,66,63,64,52,22,22,22,1,1,1,0,0,0,1,0
國際西藏網絡,3,7,1,16,50,35,19,55,52,18,18,18,1,1,1,1,0,0,0,0
臺灣土地銀行企業工會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
反台南大寮眷改自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
桃園市總工會,6,8,4,1,52,46,47,47,52,19,19,19,1,1,1,0,1,0,0,0
樹黨,8,12,3,16,46,44,46,55,52,42,22,32,2,2,2,0,0,1,1,0
真理大學法律學系,3,7,7,12,50,35,9,9,52,10,10,10,1,1,0,0,0,0,0,0
台北市產業總工會,6,8,4,1,52,46,47,47,52,42,42,42,1,1,1,0,1,0,0,0
淡水史田野工作室,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
廢除死刑推動聯盟,3,7,1,16,50,35,19,55,52,18,18,18,1,1,1,1,0,0,0,0
中華民國陸軍軍官學校校友總會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
反台南果協，商協，宣武，嘉新黑箱眷改自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
台灣電子電機資訊產業工會,6,8,4,1,52,46,47,47,52,42,19,30.5,2,2,2,0,2,0,0,0
真理大學法律扶助協會,3,7,7,12,50,35,9,9,52,10,10,10,1,1,0,0,0,0,0,0
台灣TG蝶園,6,8,4,1,52,46,47,47,52,42,42,42,1,1,1,0,1,0,0,0
北海岸反核行動聯盟,3,14,2,17,50,66,63,64,52,22,22,22,1,1,1,0,0,0,1,0
人權公約施行監督聯盟,8,12,3,16,46,44,46,55,52,42,18,30,2,2,2,1,0,1,0,0
中華民國退伍軍人協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
反台南鐵路東移自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
時代力量,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
青年佔領政治,3,14,2,17,50,66,63,64,52,22,22,22,1,1,1,0,0,0,1,0
民間司法改革基金會,3,7,1,16,50,35,19,55,52,18,18,18,1,1,1,1,0,0,0,0
中華民國空軍校友會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
反西港外環道不當開闢自救會,7,13,5,10,53,65,66,69,52,65,53,59,2,1,2,0,0,0,1,1
國際陰陽人組織,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
反迫遷連線,6,13,5,10,52,65,66,69,52,65,42,53.5,2,1,2,0,1,0,0,1
高雄市台語詩經教育協會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
綠色公民行動聯盟,3,14,2,17,50,66,63,64,52,22,22,22,1,1,1,0,0,0,1,0
中華民國國防管理學院校友會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
反南鐵東移全線自救聯合會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
青年勞動九五聯盟,6,8,4,1,52,46,47,47,52,42,19,30.5,2,2,2,0,2,0,0,0
國際特赦組織台灣分會,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
台灣性別人權協會,6,8,4,1,52,46,47,47,52,42,42,42,1,1,1,0,1,0,0,0
彰化縣環境保護聯盟,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
綠黨,8,14,3,17,46,66,46,64,52,53,22,39,3,3,3,0,0,1,2,0
台中好民文化協會,3,7,1,16,50,35,19,55,52,18,18,18,1,1,1,1,0,0,0,0
中華民國復興崗校友會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
高雄市鳳鼻頭文化工作協進會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
媽媽監督核電廠聯盟,3,14,2,17,50,66,63,64,52,22,22,22,1,1,1,0,0,0,1,0
對華援助協會,3,7,1,16,50,35,19,55,52,18,18,18,1,1,1,1,0,0,0,0
中華民國忠義同志會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
台中公民會館,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
全國關廠工人連線,6,8,4,1,52,46,47,47,52,42,19,30.5,2,2,2,0,2,0,0,0
殘障希望工程協會,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
台灣國際家庭互助協會,6,8,4,1,52,46,47,47,52,42,42,42,1,1,1,0,1,0,0,0
高雄市古聖樂推廣協會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
台灣勞工陣線,6,7,4,1,52,35,47,47,52,19,18,18.5,2,2,2,1,1,0,0,0
臺灣退伍軍人權益保障協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
台北市臥龍街142地號自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
手天使,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
台灣國際勞工協會,6,8,4,1,52,46,47,47,52,42,42,42,1,1,1,0,1,0,0,0
高雄市環境保護協會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
澎湖青年陣線,3,14,2,17,50,66,63,64,52,22,22,22,1,1,1,0,0,0,1,0
台灣教師聯盟,3,7,1,16,50,35,19,55,52,18,18,18,1,1,1,1,0,0,0,0
全國駐衛警聯誼會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
台南精忠九村自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
新海瓦斯工會,6,8,4,1,52,46,47,47,52,42,19,30.5,2,2,2,0,2,0,0,0
殘酷兒,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
台灣基層護理產業工會,6,8,4,1,52,46,47,47,52,42,42,42,1,1,1,0,1,0,0,0
高雄市鳳鼻頭歌友會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
鹽寮反核自救會,3,14,2,17,50,66,63,64,52,22,22,22,1,1,1,0,0,0,1,0
台灣退休警察人員權益促進會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
台南精忠三村自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
非典勞動工作坊,6,8,4,1,52,46,47,47,52,42,19,30.5,2,2,2,0,2,0,0,0
台灣酷兒權益推動聯盟,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
醫師勞動條件改革小組,6,8,4,1,52,46,47,47,52,42,42,42,1,1,1,0,1,0,0,0
朝鳳寺管理委員會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
台灣環境資訊協會,3,14,2,17,50,66,63,64,52,22,22,22,1,1,1,0,0,0,1,0
台灣大學研究生協會,3,7,1,16,50,35,19,55,52,18,18,18,1,1,1,1,0,0,0,0
中華民國陸軍官校正52期,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
勞動人權協會,6,8,4,1,52,46,47,47,52,42,19,30.5,2,2,2,0,2,0,0,0
台灣移工聯盟,6,8,4,1,52,46,47,47,52,42,42,42,1,1,1,0,1,0,0,0
高雄市鳳鼻頭郡健行協會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
青少年發聲網,3,14,2,17,50,66,63,64,52,22,22,22,1,1,1,0,0,0,1,0
中華民國海軍官校校友會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
高雄市鳳興環保促進會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
中華民國空軍官校校友會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
台灣生態學會,7,13,5,10,53,65,66,69,52,65,53,59,2,1,2,0,0,0,1,1
中華民國聾人協會,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
高雄市鳳興發社區展協會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
環境法律人協會,3,14,2,17,50,66,63,64,52,22,22,22,1,1,1,0,0,0,1,0
全國公務人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
台灣都市更新受害者聯盟,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
台北市新生活自立生活協會,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
全國自主勞工聯盟,6,8,4,1,52,46,47,47,52,42,42,42,1,1,1,0,1,0,0,0
高雄市沿海敬老協會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
宜蘭人文基金會,3,14,2,17,50,66,63,64,52,22,22,22,1,1,1,0,0,0,1,0
勞動部公務人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
當代漂泊,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
聽障人協會,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
全國教育產業總工會,6,10,6,11,52,62,62,62,52,62,42,52,2,1,1,0,1,0,0,0
高雄市漁民港務促進會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
花蓮縣公務人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
高雄市鳳林環保關懷協會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
雲林縣公務人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
左營自助新村自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
香港研究小組有愛無陷,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
高雄市小港活力社區發展協會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
彰化縣公務人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
左營崇實新村自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
華人拉拉聯盟,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
屏東縣左岸高屏溪協會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
桃園市公務人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
左營新崇實社區發展協會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
屏東縣環境保護聯盟,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
臺北市公務人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
搶救浮圳自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
台灣基地協會,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
南洋台灣姊妹會,6,8,4,1,52,46,47,47,52,42,42,42,1,1,1,0,1,0,0,0
海洋臺灣文教基金會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
高雄市公務人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
石岡反徵收聯合自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
台中同志遊行聯盟,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
家福股份有限公司工會,6,8,4,1,52,46,47,47,52,42,42,42,1,1,1,0,1,0,0,0
台灣二二八關懷總會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
法務部公務人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
好蟾蜍工作室,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
台灣醫學生聯合會,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
桃勤公司企業工會,6,8,4,1,52,46,47,47,52,42,42,42,1,1,1,0,1,0,0,0
台北市二二八公義關懷協會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
勞保局公務人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
安和自辦重劃自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
同志父母愛心協會,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
桃園市教育產業工會,6,10,6,11,52,62,62,62,52,62,42,52,2,1,1,0,1,0,0,0
高雄市綠色協會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
交通部公務人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
自辦重劃受害者聯盟,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
台灣伴侶權益推動聯盟,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
桃園市產業總工會,6,8,4,1,52,46,47,47,52,42,42,42,1,1,1,0,1,0,0,0
南方水盟,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
行政院人事行政總處公務人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
岡山旺角自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
华人彩虹联盟,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
消防員工作權益促進會,6,8,4,1,52,46,47,47,52,42,42,42,1,1,1,0,1,0,0,0
新北市公務人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
東勢交流道反徵收自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
熊學會,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
國道收費員自救會,6,8,4,1,52,46,47,47,52,42,42,42,1,1,1,0,1,0,0,0
台灣護樹協會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
新竹縣公務人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
東豐快速道路東勢段自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
台灣性別平等教育協會,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
凱基銀行工會,6,8,4,1,52,46,47,47,52,42,42,42,1,1,1,0,1,0,0,0
看守台灣協會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
宜蘭縣公務人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
松菸公園催生聯盟,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
自由台灣黨,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
台南市社區大學研究發展學會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
教育部公務人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
松菸護樹志工團,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
bitheway拜訪,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
黑手那卡西,6,8,4,1,52,46,47,47,52,42,42,42,1,1,1,0,1,0,0,0
財政部公務人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
板橋大觀事件自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
新竹縣產業總工會,6,8,4,1,52,46,47,47,52,42,42,42,1,1,1,0,1,0,0,0
台南市東山區嶺南社區發展協會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
新竹市公務人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
長春自辦重劃自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
台灣女性學學會,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
龜重溪保護協會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
海巡署公務人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
南投原墾農民促進會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
社會民主黨,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
新移民勞動權益促進會,6,8,4,1,52,46,47,47,52,42,42,42,1,1,1,0,1,0,0,0
雲林縣耘林藝術人文生態關懷協會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
僑務委員會公務人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
南鐵青年,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
青平台基金會,8,12,3,16,46,44,46,55,52,42,42,42,1,1,1,0,0,1,0,0
溫仔圳反迫遷連線,6,8,4,1,52,46,47,47,52,42,42,42,1,1,1,0,1,0,0,0
彰化縣幸福媽媽協會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
南投縣公務人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
屏東共和新村眷改自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
大肚山學會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
衛福部公務人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
屏東崇仁新村眷户自舍拍賣自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
噪音管制關懷者聯盟,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
基隆市公務人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
苗栗大埔自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
七股鄉鹽埕村氣象雷達電磁波受害者自救會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
桃科二期自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
台灣圖書室文化協會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
全國退休教師聯盟,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
桃園航空城反迫遷聯盟,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
全國教育退休人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
桃園龜山反大湖重劃自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
雲林縣淺海養殖協會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
全國高級中等學校教育產業工會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
高雄大林浦金煙囪文化協進會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
嘉義市洪雅文化協會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
高雄市教育產業工會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
洪雅書房,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
高雄縣教師會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
高雄市前鎮第一公有市場自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
臺中市教育產業工會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
淡海二期反徵收自救聯盟,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
荒野保護協會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
苗栗縣教師會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
紹興社區自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
高雄市美濃愛鄉協進會,7,14,2,17,53,66,63,64,52,53,53,53,1,1,1,0,0,0,1,0
屏東縣教師職業工會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
紹興學程,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
新竹縣教師會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
華光社區訪調小組,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
花蓮縣教師職業工會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
塭仔圳反迫遷連線,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
台北市精進教育人員產業工會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
新店瑠公圳陳罔市家族迫遷案,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
公職退休人員聯誼暨關懷服務協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
經濟民主連合,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
公教軍警聯合總會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
大溝頂老街自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
苗栗縣退休公教人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
鳳山莒光三村自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
中華民國各級公教退休人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
樂生保留自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
台北市退休警察人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
青年樂生聯盟,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
新北市退休警察人員協會,2,10,6,11,60,62,62,62,52,62,62,62,1,0,0,0,0,0,0,0
黎明自辦重劃自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
機場捷運A7站自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
豐勢交流道反徵收自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
灣寶自救會,1,13,5,10,57,65,66,69,52,65,65,65,1,0,1,0,0,0,0,1
團結工聯,6,9,4,1,52,46,47,47,53,19,19,19,1,1,1,0,1,0,0,0
台灣學生促進中國民主化促進會,3,8,1,11,50,35,19,69,53,6,6,6,1,1,1,1,0,0,0,0
台灣同志遊行聯盟,8,13,3,17,46,44,46,55,53,42,42,42,1,1,1,0,0,1,0,0
法稅改革聯盟,3,8,7,13,50,35,9,9,53,10,10,10,1,1,0,0,0,0,0,0
人民火大行動聯盟,6,9,4,1,52,46,47,47,53,42,22,32,2,2,2,0,1,0,1,0
